country,region,year,coalConsumption
Kazakhstan,Asia,1996,24400000
Kuwait,Asia,1996,0
Lithuania,Europe,1996,226000
Malaysia,Asia,1996,1680000
Mexico,Americas,1996,5740000
Netherlands,Europe,1996,8600000
New Zealand,Asia,1996,1180000
Norway,Europe,1996,960000
Pakistan,Asia,1996,2240000
Peru,Americas,1996,392000
Philippines,Asia,1996,1970000
Poland,Europe,1996,72000000
Portugal,Europe,1996,3920000
Qatar,Asia,1996,0
Romania,Europe,1996,10700000
Russia,Europe,1996,117000000
Saudi Arabia,Asia,1996,0
Singapore,Asia,1996,284
Slovak Republic,Europe,1996,5340000
South Africa,Africa,1996,72400000
South Korea,Asia,1996,32200000
Spain,Europe,1996,16000000
Sweden,Europe,1996,3030000
Switzerland,Europe,1996,142000
Thailand,Asia,1996,8740000
Trinidad and Tobago,Americas,1996,0
Turkey,Europe,1996,18600000
Turkmenistan,Asia,1996,46000
Ukraine,Europe,1996,33400000
United Arab Emirates,Asia,1996,0
United Kingdom,Europe,1996,44400000
United States,Americas,1996,529000000
Uzbekistan,Asia,1996,791000
Venezuela,Americas,1996,16100
Vietnam,Asia,1996,3460000
Algeria,Africa,1997,512000
Argentina,Americas,1997,846000
Australia,Asia,1997,45500000
Austria,Europe,1997,3690000
Azerbaijan,Europe,1997,3000
Bangladesh,Asia,1997,323000
Belarus,Europe,1997,1220000
Belgium,Europe,1997,7980000
Brazil,Americas,1997,12300000
Bulgaria,Europe,1997,7840000
Canada,Americas,1997,28100000
Chile,Americas,1997,4280000
China,Asia,1997,682000000
Colombia,Americas,1997,3310000
Czech Republic,Europe,1997,23200000
Denmark,Europe,1997,6630000
Ecuador,Americas,1997,0
Egypt,Africa,1997,808000
Finland,Europe,1997,6660000
France,Europe,1997,13700000
Germany,Europe,1997,87400000
Greece,Europe,1997,8540000
Hungary,Europe,1997,4600000
India,Asia,1997,151000000
Indonesia,Asia,1997,7980000
Iran,Asia,1997,1110000
Ireland,Europe,1997,2840000
Israel,Asia,1997,5440000
Italy,Europe,1997,11300000
Japan,Asia,1997,88800000
Kazakhstan,Asia,1997,20900000
Kuwait,Asia,1997,0
Lithuania,Europe,1997,182000
Malaysia,Asia,1997,1620000
Mexico,Americas,1997,5750000
Netherlands,Europe,1997,8360000
New Zealand,Asia,1997,1260000
Norway,Europe,1997,953000
Pakistan,Asia,1997,2090000
Peru,Americas,1997,408000
Philippines,Asia,1997,2440000
Poland,Europe,1997,70200000
Portugal,Europe,1997,3570000
Qatar,Asia,1997,0
Romania,Europe,1997,9720000
Russia,Europe,1997,108000000
Saudi Arabia,Asia,1997,0
Singapore,Asia,1997,0
Slovak Republic,Europe,1997,5090000
South Africa,Africa,1997,74000000
South Korea,Asia,1997,34800000
Spain,Europe,1997,18400000
Sweden,Europe,1997,2620000
Switzerland,Europe,1997,110000
Thailand,Asia,1997,9010000
Trinidad and Tobago,Americas,1997,0
Turkey,Europe,1997,20800000
Turkmenistan,Asia,1997,0
Ukraine,Europe,1997,38200000
United Arab Emirates,Asia,1997,0
United Kingdom,Europe,1997,39600000
United States,Americas,1997,540000000
Uzbekistan,Asia,1997,822000
Venezuela,Americas,1997,34300
Vietnam,Asia,1997,4440000
Algeria,Africa,1998,548000
Argentina,Americas,1998,731000
Australia,Asia,1998,47600000
Austria,Europe,1998,3250000
Azerbaijan,Europe,1998,0
Bangladesh,Asia,1998,93000
Belarus,Europe,1998,1080000
Belgium,Europe,1998,8050000
Brazil,Americas,1998,12000000
Bulgaria,Europe,1998,7500000
Canada,Americas,1998,30100000
Chile,Americas,1998,4030000
China,Asia,1998,677000000
Colombia,Americas,1998,3150000
Czech Republic,Europe,1998,21300000
Denmark,Europe,1998,5630000
Ecuador,Americas,1998,0
Egypt,Africa,1998,795000
Finland,Europe,1998,5460000
France,Europe,1998,16300000
Germany,Europe,1998,85300000
Greece,Europe,1998,8920000
Hungary,Europe,1998,4280000
India,Asia,1998,156000000
Indonesia,Asia,1998,8560000
Iran,Asia,1998,1290000
Ireland,Europe,1998,2860000
Israel,Asia,1998,5840000
Italy,Europe,1998,11800000
Japan,Asia,1998,84700000
Kazakhstan,Asia,1998,20600000
Kuwait,Asia,1998,0
Lithuania,Europe,1998,159000
Malaysia,Asia,1998,1730000
Mexico,Americas,1998,5880000
Netherlands,Europe,1998,8530000
New Zealand,Asia,1998,1150000
Norway,Europe,1998,1030000
Pakistan,Asia,1998,2100000
Peru,Americas,1998,447000
Philippines,Asia,1998,2470000
Poland,Europe,1998,63300000
Portugal,Europe,1998,3560000
Qatar,Asia,1998,0
Romania,Europe,1998,8060000
Russia,Europe,1998,101000000
Saudi Arabia,Asia,1998,0
Singapore,Asia,1998,0
Slovak Republic,Europe,1998,4690000
South Africa,Africa,1998,71800000
South Korea,Asia,1998,36100000
Spain,Europe,1998,17500000
Sweden,Europe,1998,2540000
Switzerland,Europe,1998,91000
Thailand,Asia,1998,7230000
Trinidad and Tobago,Americas,1998,0
Turkey,Europe,1998,21600000
Turkmenistan,Asia,1998,0
Ukraine,Europe,1998,37100000
United Arab Emirates,Asia,1998,0
United Kingdom,Europe,1998,38600000
United States,Americas,1998,546000000
Uzbekistan,Asia,1998,826000
Venezuela,Americas,1998,35800
Vietnam,Asia,1998,4770000
Algeria,Africa,1999,587000
Argentina,Americas,1999,736000
Australia,Asia,1999,47800000
Austria,Europe,1999,3230000
Azerbaijan,Europe,1999,0
Bangladesh,Asia,1999,46000
Belarus,Europe,1999,1000000
Belgium,Europe,1999,7060000
Brazil,Americas,1999,12200000
Bulgaria,Europe,1999,6490000
Canada,Americas,1999,28900000
Chile,Americas,1999,4160000
China,Asia,1999,696000000
Colombia,Americas,1999,2520000
Czech Republic,Europe,1999,18400000
Denmark,Europe,1999,4730000
Ecuador,Americas,1999,0
Egypt,Africa,1999,722000
Finland,Europe,1999,5290000
France,Europe,1999,14600000
Germany,Europe,1999,82200000
Greece,Europe,1999,8560000
Hungary,Europe,1999,4160000
India,Asia,1999,155000000
Indonesia,Asia,1999,11800000
Iran,Asia,1999,1230000
Ireland,Europe,1999,2460000
Israel,Asia,1999,5740000
Italy,Europe,1999,11800000
Japan,Asia,1999,89100000
Kazakhstan,Asia,1999,19100000
Kuwait,Asia,1999,0
Lithuania,Europe,1999,136000
Malaysia,Asia,1999,1940000
Mexico,Americas,1999,5980000
Netherlands,Europe,1999,7480000
New Zealand,Asia,1999,1180000
Norway,Europe,1999,969000
Pakistan,Asia,1999,2100000
Peru,Americas,1999,405000
Philippines,Asia,1999,2890000
Poland,Europe,1999,60700000
Portugal,Europe,1999,3700000
Qatar,Asia,1999,0
Romania,Europe,1999,6860000
Russia,Europe,1999,102000000
Saudi Arabia,Asia,1999,0
Singapore,Asia,1999,0
Slovak Republic,Europe,1999,4560000
South Africa,Africa,1999,75000000
South Korea,Asia,1999,38200000
Spain,Europe,1999,19600000
Sweden,Europe,1999,2440000
Switzerland,Europe,1999,94600
Thailand,Asia,1999,7690000
Trinidad and Tobago,Americas,1999,0
Turkey,Europe,1999,20000000
Turkmenistan,Asia,1999,0
Ukraine,Europe,1999,38600000
United Arab Emirates,Asia,1999,0
United Kingdom,Europe,1999,34300000
United States,Americas,1999,545000000
Uzbekistan,Asia,1999,824000
Venezuela,Americas,1999,36500
Vietnam,Asia,1999,3570000
Algeria,Africa,2000,485000
Argentina,Americas,2000,614000
Australia,Asia,2000,48000000
Austria,Europe,2000,3650000
Azerbaijan,Europe,2000,0
Bangladesh,Asia,2000,330000
Belarus,Europe,2000,995000
Belgium,Europe,2000,8000000
Brazil,Americas,2000,13000000
Bulgaria,Europe,2000,6430000
Canada,Americas,2000,30600000
Chile,Americas,2000,3210000
China,Asia,2000,706000000
Colombia,Americas,2000,2700000
Czech Republic,Europe,2000,21600000
Denmark,Europe,2000,3970000
Ecuador,Americas,2000,0
Egypt,Africa,2000,869000
Finland,Europe,2000,5020000
France,Europe,2000,14200000
Germany,Europe,2000,85300000
Greece,Europe,2000,9040000
Hungary,Europe,2000,3850000
India,Asia,2000,164000000
Indonesia,Asia,2000,13200000
Iran,Asia,2000,1300000
Ireland,Europe,2000,2620000
Israel,Asia,2000,6250000
Italy,Europe,2000,12600000
Japan,Asia,2000,95500000
Kazakhstan,Asia,2000,17800000
Kuwait,Asia,2000,0
Lithuania,Europe,2000,92300
Malaysia,Asia,2000,2490000
Mexico,Americas,2000,6550000
Netherlands,Europe,2000,7760000
New Zealand,Asia,2000,1120000
Norway,Europe,2000,993000
Pakistan,Asia,2000,2030000
Peru,Americas,2000,630000
Philippines,Asia,2000,4010000
Poland,Europe,2000,56200000
Portugal,Europe,2000,3710000
Qatar,Asia,2000,0
Romania,Europe,2000,7490000
Russia,Europe,2000,106000000
Saudi Arabia,Asia,2000,0
Singapore,Asia,2000,0
Slovak Republic,Europe,2000,4280000
South Africa,Africa,2000,74600000
South Korea,Asia,2000,43000000
Spain,Europe,2000,20900000
Sweden,Europe,2000,2450000
Switzerland,Europe,2000,138000
Thailand,Asia,2000,7880000
Trinidad and Tobago,Americas,2000,0
Turkey,Europe,2000,22500000
Turkmenistan,Asia,2000,0
Ukraine,Europe,2000,39200000
United Arab Emirates,Asia,2000,0
United Kingdom,Europe,2000,36700000
United States,Americas,2000,569000000
Uzbekistan,Asia,2000,718000
Venezuela,Americas,2000,132000
Vietnam,Asia,2000,4680000
Algeria,Africa,2001,560000
Argentina,Americas,2001,665000
Australia,Asia,2001,47500000
Austria,Europe,2001,3770000
Azerbaijan,Europe,2001,3000
Bangladesh,Asia,2001,350000
Belarus,Europe,2001,714000
Belgium,Europe,2001,7400000
Brazil,Americas,2001,12800000
Bulgaria,Europe,2001,7240000
Canada,Americas,2001,31800000
Chile,Americas,2001,2520000
China,Asia,2001,743000000
Colombia,Americas,2001,2660000
Czech Republic,Europe,2001,21200000
Denmark,Europe,2001,4200000
Ecuador,Americas,2001,0
Egypt,Africa,2001,765000
Finland,Europe,2001,6060000
France,Europe,2001,12400000
Germany,Europe,2001,85500000
Greece,Europe,2001,9310000
Hungary,Europe,2001,3620000
India,Asia,2001,166000000
Indonesia,Asia,2001,16700000
Iran,Asia,2001,1280000
Ireland,Europe,2001,2740000
Israel,Asia,2001,7220000
Italy,Europe,2001,13400000
Japan,Asia,2001,97800000
Kazakhstan,Asia,2001,22300000
Kuwait,Asia,2001,0
Lithuania,Europe,2001,83800
Malaysia,Asia,2001,2970000
Mexico,Americas,2001,7190000
Netherlands,Europe,2001,8260000
New Zealand,Asia,2001,1400000
Norway,Europe,2001,885000
Pakistan,Asia,2001,2100000
Peru,Americas,2001,571000
Philippines,Asia,2001,4100000
Poland,Europe,2001,55600000
Portugal,Europe,2001,3170000
Qatar,Asia,2001,0
Romania,Europe,2001,7650000
Russia,Europe,2001,103000000
Saudi Arabia,Asia,2001,7890
Singapore,Asia,2001,0
Slovak Republic,Europe,2001,4430000
South Africa,Africa,2001,74900000
South Korea,Asia,2001,45700000
Spain,Europe,2001,19200000
Sweden,Europe,2001,2760000
Switzerland,Europe,2001,144000
Thailand,Asia,2001,8780000
Trinidad and Tobago,Americas,2001,0
Turkey,Europe,2001,18500000
Turkmenistan,Asia,2001,0
Ukraine,Europe,2001,39800000
United Arab Emirates,Asia,2001,18500
United Kingdom,Europe,2001,38900000
United States,Americas,2001,552000000
Uzbekistan,Asia,2001,761000
Venezuela,Americas,2001,48900
Vietnam,Asia,2001,5100000
Algeria,Africa,2002,735000
Argentina,Americas,2002,561000
Australia,Asia,2002,48500000
Austria,Europe,2002,3830000
Azerbaijan,Europe,2002,2000
Bangladesh,Asia,2002,365000
Belarus,Europe,2002,674000
Belgium,Europe,2002,6400000
Brazil,Americas,2002,12400000
Bulgaria,Europe,2002,6650000
Canada,Americas,2002,32000000
Chile,Americas,2002,2540000
China,Asia,2002,814000000
Colombia,Americas,2002,2190000
Czech Republic,Europe,2002,20800000
Denmark,Europe,2002,4200000
Ecuador,Americas,2002,0
Egypt,Africa,2002,820000
Finland,Europe,2002,6590000
France,Europe,2002,12800000
Germany,Europe,2002,85700000
Greece,Europe,2002,8970000
Hungary,Europe,2002,3620000
India,Asia,2002,173000000
Indonesia,Asia,2002,17200000
Iran,Asia,2002,1210000
Ireland,Europe,2002,2640000
Israel,Asia,2002,7630000
Italy,Europe,2002,13700000
Japan,Asia,2002,104000000
Kazakhstan,Asia,2002,22600000
Kuwait,Asia,2002,0
Lithuania,Europe,2002,135000
Malaysia,Asia,2002,3640000
Mexico,Americas,2002,12000000
Netherlands,Europe,2002,8310000
New Zealand,Asia,2002,1400000
Norway,Europe,2002,767000
Pakistan,Asia,2002,2360000
Peru,Americas,2002,782000
Philippines,Asia,2002,3570000
Poland,Europe,2002,54500000
Portugal,Europe,2002,3500000
Qatar,Asia,2002,0
Romania,Europe,2002,8820000
Russia,Europe,2002,104000000
Saudi Arabia,Asia,2002,12400
Singapore,Asia,2002,6740
Slovak Republic,Europe,2002,4270000
South Africa,Africa,2002,71200000
South Korea,Asia,2002,49100000
Spain,Europe,2002,21600000
Sweden,Europe,2002,2850000
Switzerland,Europe,2002,133000
Thailand,Asia,2002,9370000
Trinidad and Tobago,Americas,2002,0
Turkey,Europe,2002,19300000
Turkmenistan,Asia,2002,0
Ukraine,Europe,2002,39100000
United Arab Emirates,Asia,2002,94300
United Kingdom,Europe,2002,35700000
United States,Americas,2002,552000000
Uzbekistan,Asia,2002,776000
Venezuela,Americas,2002,18200
Vietnam,Asia,2002,5800000
Algeria,Africa,2003,606000
Argentina,Americas,2003,681000
Australia,Asia,2003,49900000
Austria,Europe,2003,4090000
Azerbaijan,Europe,2003,3000
Bangladesh,Asia,2003,349000
Belarus,Europe,2003,634000
Belgium,Europe,2003,6010000
Brazil,Americas,2003,12800000
Bulgaria,Europe,2003,7330000
Canada,Americas,2003,31900000
Chile,Americas,2003,2430000
China,Asia,2003,970000000
Colombia,Americas,2003,2430000
Czech Republic,Europe,2003,21000000
Denmark,Europe,2003,5730000
Ecuador,Americas,2003,0
Egypt,Africa,2003,851000
Finland,Europe,2003,8220000
France,Europe,2003,13600000
Germany,Europe,2003,87200000
Greece,Europe,2003,8900000
Hungary,Europe,2003,3750000
India,Asia,2003,181000000
Indonesia,Asia,2003,23100000
Iran,Asia,2003,1310000
Ireland,Europe,2003,2550000
Israel,Asia,2003,7910000
Italy,Europe,2003,14900000
Japan,Asia,2003,107000000
Kazakhstan,Asia,2003,24900000
Kuwait,Asia,2003,0
Lithuania,Europe,2003,174000
Malaysia,Asia,2003,5320000
Mexico,Americas,2003,8880000
Netherlands,Europe,2003,8600000
New Zealand,Asia,2003,2010000
Norway,Europe,2003,749000
Pakistan,Asia,2003,3030000
Peru,Americas,2003,840000
Philippines,Asia,2003,3720000
Poland,Europe,2003,56100000
Portugal,Europe,2003,3350000
Qatar,Asia,2003,0
Romania,Europe,2003,9420000
Russia,Europe,2003,104000000
Saudi Arabia,Asia,2003,15800
Singapore,Asia,2003,8760
Slovak Republic,Europe,2003,4590000
South Africa,Africa,2003,79200000
South Korea,Asia,2003,51100000
Spain,Europe,2003,20100000
Sweden,Europe,2003,2680000
Switzerland,Europe,2003,136000
Thailand,Asia,2003,9570000
Trinidad and Tobago,Americas,2003,0
Turkey,Europe,2003,20800000
Turkmenistan,Asia,2003,0
Ukraine,Europe,2003,40500000
United Arab Emirates,Asia,2003,111000
United Kingdom,Europe,2003,38100000
United States,Americas,2003,562000000
Uzbekistan,Asia,2003,535000
Venezuela,Americas,2003,43100
Vietnam,Asia,2003,6750000
Algeria,Africa,2004,723000
Argentina,Americas,2004,1070000
Australia,Asia,2004,52000000
Austria,Europe,2004,4000000
Azerbaijan,Europe,2004,920
Bangladesh,Asia,2004,350000
Belarus,Europe,2004,621000
Belgium,Europe,2004,5870000
Brazil,Americas,2004,13500000
Bulgaria,Europe,2004,7220000
Canada,Americas,2004,30000000
Chile,Americas,2004,2810000
China,Asia,2004,1130000000
Colombia,Americas,2004,2120000
Czech Republic,Europe,2004,21000000
Denmark,Europe,2004,4400000
Ecuador,Americas,2004,0
Egypt,Africa,2004,870000
Finland,Europe,2004,7380000
France,Europe,2004,12900000
Germany,Europe,2004,85000000
Greece,Europe,2004,9090000
Hungary,Europe,2004,3370000
India,Asia,2004,193000000
Indonesia,Asia,2004,21300000
Iran,Asia,2004,1370000
Ireland,Europe,2004,2380000
Israel,Asia,2004,7990000
Italy,Europe,2004,16600000
Japan,Asia,2004,110000000
Kazakhstan,Asia,2004,26600000
Kuwait,Asia,2004,0
Lithuania,Europe,2004,169000
Malaysia,Asia,2004,6630000
Mexico,Americas,2004,9090000
Netherlands,Europe,2004,8480000
New Zealand,Asia,2004,2070000
Norway,Europe,2004,846000
Pakistan,Asia,2004,3360000
Peru,Americas,2004,908000
Philippines,Asia,2004,4040000
Poland,Europe,2004,54500000
Portugal,Europe,2004,3320000
Qatar,Asia,2004,0
Romania,Europe,2004,9310000
Russia,Europe,2004,99900000
Saudi Arabia,Asia,2004,14100
Singapore,Asia,2004,6920
Slovak Republic,Europe,2004,4530000
South Africa,Africa,2004,86800000
South Korea,Asia,2004,53100000
Spain,Europe,2004,21000000
Sweden,Europe,2004,2950000
Switzerland,Europe,2004,129000
Thailand,Asia,2004,10700000
Trinidad and Tobago,Americas,2004,0
Turkey,Europe,2004,22100000
Turkmenistan,Asia,2004,0
Ukraine,Europe,2004,39300000
United Arab Emirates,Asia,2004,126000
United Kingdom,Europe,2004,36600000
United States,Americas,2004,566000000
Uzbekistan,Asia,2004,775000
Venezuela,Americas,2004,0
Vietnam,Asia,2004,8800000
Algeria,Africa,2005,594000
Argentina,Americas,2005,1130000
Australia,Asia,2005,51700000
Austria,Europe,2005,4000000
Azerbaijan,Europe,2005,3220
Bangladesh,Asia,2005,481000
Belarus,Europe,2005,686000
Belgium,Europe,2005,5170000
Brazil,Americas,2005,13000000
Bulgaria,Europe,2005,6900000
Canada,Americas,2005,30100000
Chile,Americas,2005,2760000
China,Asia,2005,1320000000
Colombia,Americas,2005,1340000
Czech Republic,Europe,2005,20200000
Denmark,Europe,2005,3710000
Ecuador,Americas,2005,0
Egypt,Africa,2005,851000
Finland,Europe,2005,4740000
France,Europe,2005,13400000
Germany,Europe,2005,81300000
Greece,Europe,2005,8940000
Hungary,Europe,2005,3030000
India,Asia,2005,211000000
Indonesia,Asia,2005,24400000
Iran,Asia,2005,1560000
Ireland,Europe,2005,2670000
Israel,Asia,2005,7940000
Italy,Europe,2005,16500000
Japan,Asia,2005,114000000
Kazakhstan,Asia,2005,26900000
Kuwait,Asia,2005,0
Lithuania,Europe,2005,185000
Malaysia,Asia,2005,6890000
Mexico,Americas,2005,11500000
Netherlands,Europe,2005,8100000
New Zealand,Asia,2005,2290000
Norway,Europe,2005,722000
Pakistan,Asia,2005,3750000
Peru,Americas,2005,921000
Philippines,Asia,2005,4590000
Poland,Europe,2005,55100000
Portugal,Europe,2005,3340000
Qatar,Asia,2005,0
Romania,Europe,2005,8790000
Russia,Europe,2005,94600000
Saudi Arabia,Asia,2005,28000
Singapore,Asia,2005,8400
Slovak Republic,Europe,2005,4230000
South Africa,Africa,2005,80000000
South Korea,Asia,2005,54800000
Spain,Europe,2005,20500000
Sweden,Europe,2005,2630000
Switzerland,Europe,2005,144000
Thailand,Asia,2005,11600000
Trinidad and Tobago,Americas,2005,0
Turkey,Europe,2005,22200000
Turkmenistan,Asia,2005,0
Ukraine,Europe,2005,37500000
United Arab Emirates,Asia,2005,145000
United Kingdom,Europe,2005,37400000
United States,Americas,2005,574000000
Uzbekistan,Asia,2005,917000
Venezuela,Americas,2005,37200
Vietnam,Asia,2005,9020000
Algeria,Africa,2006,882000
Argentina,Americas,2006,1060000
Australia,Asia,2006,53100000
Austria,Europe,2006,4070000
Azerbaijan,Europe,2006,3220
Bangladesh,Asia,2006,471000
Belarus,Europe,2006,614000
Belgium,Europe,2006,4950000
Brazil,Americas,2006,12800000
Bulgaria,Europe,2006,6970000
Canada,Americas,2006,29200000
Chile,Americas,2006,3440000
China,Asia,2006,1450000000
Colombia,Americas,2006,3720000
Czech Republic,Europe,2006,21000000
Denmark,Europe,2006,5630000
Ecuador,Americas,2006,0
Egypt,Africa,2006,851000
Finland,Europe,2006,7410000
France,Europe,2006,12400000
Germany,Europe,2006,84600000
Greece,Europe,2006,8420000
Hungary,Europe,2006,3080000
India,Asia,2006,219000000
Indonesia,Asia,2006,28900000
Iran,Asia,2006,1500000
Ireland,Europe,2006,2380000
Israel,Asia,2006,7850000
Italy,Europe,2006,16700000
Japan,Asia,2006,112000000
Kazakhstan,Asia,2006,28300000
Kuwait,Asia,2006,0
Lithuania,Europe,2006,251000
Malaysia,Asia,2006,7300000
Mexico,Americas,2006,12300000
Netherlands,Europe,2006,7710000
New Zealand,Asia,2006,2250000
Norway,Europe,2006,620000
Pakistan,Asia,2006,3970000
Peru,Americas,2006,784000
Philippines,Asia,2006,5020000
Poland,Europe,2006,57400000
Portugal,Europe,2006,3300000
Qatar,Asia,2006,0
Romania,Europe,2006,9510000
Russia,Europe,2006,97000000
Saudi Arabia,Asia,2006,19800
Singapore,Asia,2006,5000
Slovak Republic,Europe,2006,4460000
South Africa,Africa,2006,81500000
